framework,path,id,creationDate,ownerUserId,postTypeId,acceptedAnswerId
spring-guides,gs-rest-service,20168563,2013-11-23T22:15:02.547,2288351,1,20187597
spring-guides,gs-rest-service,20168563,2013-11-23T22:15:02.547,2288351,1,20187597
spring-guides,gs-rest-service,22935840,2014-04-08T11:37:56.967,2427686,1,22935912
spring-guides,gs-rest-service,22935840,2014-04-08T11:37:56.967,2427686,1,22935912
spring-guides,gs-rest-service,23023732,2014-04-11T22:39:01.690,971888,1,23088210
spring-guides,gs-rest-service,23023732,2014-04-11T22:39:01.690,971888,1,23088210
spring-guides,gs-rest-service,25262377,2014-08-12T10:47:43.893,1269281,1,25283898
spring-guides,gs-rest-service,25262377,2014-08-12T10:47:43.893,1269281,1,25283898
spring-guides,gs-rest-service,26177428,2014-10-03T10:37:04.390,4105446,1,
spring-guides,gs-rest-service,26177428,2014-10-03T10:37:04.390,4105446,1,
spring-guides,gs-rest-service,31802807,2015-08-04T07:08:14.393,1348560,1,
spring-guides,gs-rest-service,31802807,2015-08-04T07:08:14.393,1348560,1,
spring-guides,gs-rest-service,35900612,2016-03-09T19:15:12.497,866082,1,
spring-guides,gs-rest-service,35900612,2016-03-09T19:15:12.497,866082,1,
spring-guides,gs-rest-service,36433556,2016-04-05T17:52:21.943,887103,1,36433803
spring-guides,gs-rest-service,36433556,2016-04-05T17:52:21.943,887103,1,36433803
spring-guides,gs-rest-service,37042106,2016-05-05T04:00:34.040,694014,1,54575448
spring-guides,gs-rest-service,37042106,2016-05-05T04:00:34.040,694014,1,54575448
spring-guides,gs-rest-service,38614998,2016-07-27T13:54:40.607,963156,1,38615172
spring-guides,gs-rest-service,38614998,2016-07-27T13:54:40.607,963156,1,38615172
spring-guides,gs-rest-service,39233986,2016-08-30T17:48:28.033,5385516,1,39337370
spring-guides,gs-rest-service,39233986,2016-08-30T17:48:28.033,5385516,1,39337370
spring-guides,gs-rest-service,39457826,2016-09-12T19:54:52.723,4736814,1,39460331
spring-guides,gs-rest-service,39457826,2016-09-12T19:54:52.723,4736814,1,39460331
spring-guides,gs-rest-service,39645590,2016-09-22T17:43:46.590,1988876,1,
spring-guides,gs-rest-service,39645590,2016-09-22T17:43:46.590,1988876,1,
spring-guides,gs-rest-service,41558424,2017-01-09T23:00:55.887,7050057,1,
spring-guides,gs-rest-service,41558424,2017-01-09T23:00:55.887,7050057,1,
spring-guides,gs-rest-service,46052613,2017-09-05T10:21:51.620,1382814,1,
spring-guides,gs-rest-service,46052613,2017-09-05T10:21:51.620,1382814,1,
spring-guides,gs-rest-service,46144001,2017-09-10T18:13:53.843,6335101,1,46145848
spring-guides,gs-rest-service,46144001,2017-09-10T18:13:53.843,6335101,1,46145848
spring-guides,gs-rest-service,50751696,2018-06-08T00:08:07.653,9750148,1,
spring-guides,gs-rest-service,50751696,2018-06-08T00:08:07.653,9750148,1,
spring-guides,gs-rest-service,55876509,2019-04-27T01:26:32.813,2158524,1,
spring-guides,gs-rest-service,55876509,2019-04-27T01:26:32.813,2158524,1,
spring-guides,gs-rest-service,66460823,2021-03-03T16:12:25.273,15014254,1,
spring-guides,gs-rest-service,66460823,2021-03-03T16:12:25.273,15014254,1,
spring-guides,gs-scheduling-tasks,35195982,2016-02-04T08:28:51.917,1961634,1,35603281
spring-guides,gs-scheduling-tasks,35195982,2016-02-04T08:28:51.917,1961634,1,35603281
spring-guides,gs-scheduling-tasks,48772458,2018-02-13T17:30:55.580,2355712,1,49214701
spring-guides,gs-scheduling-tasks,48772458,2018-02-13T17:30:55.580,2355712,1,49214701
spring-guides,gs-consuming-rest,31408529,2015-07-14T13:47:24.150,2097397,1,
spring-guides,gs-consuming-rest,31408529,2015-07-14T13:47:24.150,2097397,1,
spring-guides,gs-consuming-rest,32366320,2015-09-03T03:09:55.340,102067,1,32366755
spring-guides,gs-consuming-rest,32366320,2015-09-03T03:09:55.340,102067,1,32366755
spring-guides,gs-consuming-rest,34606760,2016-01-05T08:01:04.453,1265245,1,34619077
spring-guides,gs-consuming-rest,34606760,2016-01-05T08:01:04.453,1265245,1,34619077
spring-guides,gs-gradle,28285041,2015-02-02T19:15:32.297,3987673,1,
spring-guides,gs-gradle,28285041,2015-02-02T19:15:32.297,3987673,1,
spring-guides,gs-gradle,50834873,2018-06-13T10:26:22.260,2587904,1,
spring-guides,gs-gradle,50834873,2018-06-13T10:26:22.260,2587904,1,
spring-guides,gs-gradle,66535418,2021-03-08T18:45:35.783,468225,1,
spring-guides,gs-gradle,66535418,2021-03-08T18:45:35.783,468225,1,
spring-guides,gs-uploading-files,27643278,2014-12-25T00:19:02.243,510024,1,
spring-guides,gs-uploading-files,27643278,2014-12-25T00:19:02.243,510024,1,
spring-guides,gs-uploading-files,29831953,2015-04-23T18:50:19.547,1988876,1,29836337
spring-guides,gs-uploading-files,29831953,2015-04-23T18:50:19.547,1988876,1,29836337
spring-guides,gs-uploading-files,40355743,2016-11-01T07:26:46.880,4161471,1,
spring-guides,gs-uploading-files,40355743,2016-11-01T07:26:46.880,4161471,1,
spring-guides,gs-uploading-files,50520714,2018-05-25T02:38:37.537,2888242,1,50547851
spring-guides,gs-uploading-files,50520714,2018-05-25T02:38:37.537,2888242,1,50547851
spring-guides,gs-messaging-rabbitmq,61153705,2020-04-11T07:59:09.487,6446709,1,61166253
spring-guides,gs-messaging-rabbitmq,61153705,2020-04-11T07:59:09.487,6446709,1,61166253
spring-guides,gs-accessing-data-neo4j,28460970,2015-02-11T17:48:21.480,4555676,1,
spring-guides,gs-accessing-data-neo4j,28460970,2015-02-11T17:48:21.480,4555676,1,
spring-guides,gs-accessing-data-neo4j,54750194,2019-02-18T15:09:54.777,8288449,1,54763563
spring-guides,gs-accessing-data-neo4j,54750194,2019-02-18T15:09:54.777,8288449,1,54763563
spring-guides,gs-validating-form-input,58930090,2019-11-19T08:58:32.317,10645598,1,
spring-guides,gs-validating-form-input,58930090,2019-11-19T08:58:32.317,10645598,1,
spring-guides,gs-actuator-service,51348352,2018-07-15T12:24:40.620,9152953,1,
spring-guides,gs-actuator-service,51348352,2018-07-15T12:24:40.620,9152953,1,
spring-guides,gs-messaging-jms,33835436,2015-11-20T20:20:22.680,,1,33847043
spring-guides,gs-messaging-jms,33835436,2015-11-20T20:20:22.680,,1,33847043
spring-guides,gs-messaging-jms,43458500,2017-04-17T19:46:11.157,2529104,1,
spring-guides,gs-messaging-jms,43458500,2017-04-17T19:46:11.157,2529104,1,
spring-guides,gs-messaging-jms,51222160,2018-07-07T10:16:06.030,1441374,1,
spring-guides,gs-messaging-jms,51222160,2018-07-07T10:16:06.030,1441374,1,
spring-guides,gs-batch-processing,29391319,2015-04-01T12:51:12.963,2356880,1,
spring-guides,gs-batch-processing,29391319,2015-04-01T12:51:12.963,2356880,1,
spring-guides,gs-batch-processing,41731264,2017-01-18T23:25:00.990,1988876,1,
spring-guides,gs-batch-processing,41731264,2017-01-18T23:25:00.990,1988876,1,
spring-guides,gs-batch-processing,46178105,2017-09-12T13:45:04.977,5123783,1,
spring-guides,gs-batch-processing,46178105,2017-09-12T13:45:04.977,5123783,1,
spring-guides,gs-batch-processing,48683209,2018-02-08T10:27:30.767,9332530,1,48684658
spring-guides,gs-batch-processing,48683209,2018-02-08T10:27:30.767,9332530,1,48684658
spring-guides,gs-batch-processing,51738718,2018-08-08T04:39:09.017,1529441,1,51741293
spring-guides,gs-batch-processing,51738718,2018-08-08T04:39:09.017,1529441,1,51741293
spring-guides,gs-batch-processing,58452256,2019-10-18T13:50:45.100,2178038,1,
spring-guides,gs-batch-processing,58452256,2019-10-18T13:50:45.100,2178038,1,
spring-guides,gs-batch-processing,64812386,2020-11-12T21:57:10.480,14614229,1,
spring-guides,gs-batch-processing,64812386,2020-11-12T21:57:10.480,14614229,1,
spring-guides,gs-securing-web,34606760,2016-01-05T08:01:04.453,1265245,1,34619077
spring-guides,gs-securing-web,34606760,2016-01-05T08:01:04.453,1265245,1,34619077
spring-guides,gs-securing-web,45111521,2017-07-14T20:59:06.940,8309960,1,
spring-guides,gs-securing-web,45111521,2017-07-14T20:59:06.940,8309960,1,
spring-guides,gs-rest-hateoas,36478625,2016-04-07T14:04:51.727,1879538,1,
spring-guides,gs-rest-hateoas,36478625,2016-04-07T14:04:51.727,1879538,1,
spring-guides,gs-managing-transactions,46325194,2017-09-20T14:46:19.973,1184480,1,
spring-guides,gs-managing-transactions,46325194,2017-09-20T14:46:19.973,1184480,1,
spring-guides,gs-accessing-data-jpa,20101448,2013-11-20T16:29:30.890,2678817,1,20102983
spring-guides,gs-accessing-data-jpa,20101448,2013-11-20T16:29:30.890,2678817,1,20102983
spring-guides,gs-accessing-data-jpa,23366226,2014-04-29T13:34:32.197,294068,1,23366746
spring-guides,gs-accessing-data-jpa,23366226,2014-04-29T13:34:32.197,294068,1,23366746
spring-guides,gs-accessing-data-jpa,23568707,2014-05-09T15:40:11.803,294068,1,23588739
spring-guides,gs-accessing-data-jpa,23568707,2014-05-09T15:40:11.803,294068,1,23588739
spring-guides,gs-accessing-data-jpa,27987068,2015-01-16T15:16:15.483,1684269,1,45322933
spring-guides,gs-accessing-data-jpa,27987068,2015-01-16T15:16:15.483,1684269,1,45322933
spring-guides,gs-accessing-data-jpa,43431802,2017-04-15T22:15:39.597,7872780,1,
spring-guides,gs-accessing-data-jpa,43431802,2017-04-15T22:15:39.597,7872780,1,
spring-guides,gs-accessing-data-jpa,46162061,2017-09-11T18:20:41.147,8593724,1,46162617
spring-guides,gs-accessing-data-jpa,46162061,2017-09-11T18:20:41.147,8593724,1,46162617
spring-guides,gs-accessing-data-jpa,59793788,2020-01-17T19:33:01.870,384674,1,
spring-guides,gs-accessing-data-jpa,59793788,2020-01-17T19:33:01.870,384674,1,
spring-guides,gs-accessing-data-jpa,66030788,2021-02-03T15:39:43.510,14170247,1,
spring-guides,gs-accessing-data-jpa,66030788,2021-02-03T15:39:43.510,14170247,1,
spring-guides,gs-accessing-data-jpa,66564295,2021-03-10T11:57:05.607,11603218,1,66566091
spring-guides,gs-accessing-data-jpa,66564295,2021-03-10T11:57:05.607,11603218,1,66566091
spring-guides,gs-accessing-data-mongodb,35584271,2016-02-23T17:30:51.603,1757278,1,35585108
spring-guides,gs-accessing-data-mongodb,35584271,2016-02-23T17:30:51.603,1757278,1,35585108
spring-guides,gs-accessing-data-mongodb,51460884,2018-07-21T23:34:47.100,7876137,1,51460934
spring-guides,gs-accessing-data-mongodb,51460884,2018-07-21T23:34:47.100,7876137,1,51460934
spring-guides,gs-accessing-data-mongodb,55564608,2019-04-07T23:40:05.240,8887398,1,
spring-guides,gs-accessing-data-mongodb,55564608,2019-04-07T23:40:05.240,8887398,1,
spring-guides,gs-serving-web-content,24025004,2014-06-03T21:12:20.123,386713,1,24040465
spring-guides,gs-serving-web-content,24025004,2014-06-03T21:12:20.123,386713,1,24040465
spring-guides,gs-serving-web-content,27105619,2014-11-24T13:08:11.033,266185,1,27106014
spring-guides,gs-serving-web-content,27105619,2014-11-24T13:08:11.033,266185,1,27106014
spring-guides,gs-serving-web-content,34466221,2015-12-25T20:34:51.743,2692962,1,
spring-guides,gs-serving-web-content,34466221,2015-12-25T20:34:51.743,2692962,1,
spring-guides,gs-serving-web-content,39794779,2016-09-30T15:13:20.127,585977,1,
spring-guides,gs-serving-web-content,39794779,2016-09-30T15:13:20.127,585977,1,
spring-guides,gs-serving-web-content,43180582,2017-04-03T09:06:22.207,3437440,1,
spring-guides,gs-serving-web-content,43180582,2017-04-03T09:06:22.207,3437440,1,
spring-guides,gs-serving-web-content,46410252,2017-09-25T16:47:53.483,1006504,1,46410396
spring-guides,gs-serving-web-content,46410252,2017-09-25T16:47:53.483,1006504,1,46410396
spring-guides,gs-async-method,41092751,2016-12-12T00:37:03.077,1652248,1,41092831
spring-guides,gs-async-method,41092751,2016-12-12T00:37:03.077,1652248,1,41092831
spring-guides,gs-handling-form-submission,42721597,2017-03-10T15:08:14.547,7458242,1,42764690
spring-guides,gs-handling-form-submission,42721597,2017-03-10T15:08:14.547,7458242,1,42764690
spring-guides,gs-spring-boot,25571843,2014-08-29T15:51:55.370,3930172,1,25574250
spring-guides,gs-spring-boot,25571843,2014-08-29T15:51:55.370,3930172,1,25574250
spring-guides,gs-spring-boot,31599052,2015-07-23T22:20:02.147,1189424,1,
spring-guides,gs-spring-boot,31599052,2015-07-23T22:20:02.147,1189424,1,
spring-guides,gs-spring-boot,40585031,2016-11-14T09:02:52.193,979467,1,40595012
spring-guides,gs-spring-boot,40585031,2016-11-14T09:02:52.193,979467,1,40595012
spring-guides,gs-spring-boot,46732371,2017-10-13T14:36:02.720,6271380,1,46732904
spring-guides,gs-spring-boot,46732371,2017-10-13T14:36:02.720,6271380,1,46732904
spring-guides,gs-spring-boot,47197605,2017-11-09T08:57:49.710,8912440,1,
spring-guides,gs-spring-boot,47197605,2017-11-09T08:57:49.710,8912440,1,
spring-guides,gs-spring-boot,51004033,2018-06-23T18:33:52.617,1072277,1,
spring-guides,gs-spring-boot,51004033,2018-06-23T18:33:52.617,1072277,1,
spring-guides,gs-spring-boot,53688433,2018-12-09T00:46:59.503,7717431,1,
spring-guides,gs-spring-boot,53688433,2018-12-09T00:46:59.503,7717431,1,
spring-guides,gs-spring-boot,53816713,2018-12-17T13:56:12.600,10712728,1,
spring-guides,gs-spring-boot,53816713,2018-12-17T13:56:12.600,10712728,1,
spring-guides,gs-spring-boot,54584056,2019-02-07T23:43:51.807,1483141,1,54588200
spring-guides,gs-spring-boot,54584056,2019-02-07T23:43:51.807,1483141,1,54588200
spring-guides,gs-spring-boot,56612726,2019-06-15T17:40:46.270,2704865,1,56616439
spring-guides,gs-spring-boot,56612726,2019-06-15T17:40:46.270,2704865,1,56616439
spring-guides,gs-spring-boot,60142787,2020-02-10T00:47:25.550,12869412,1,
spring-guides,gs-spring-boot,60142787,2020-02-10T00:47:25.550,12869412,1,
spring-guides,gs-spring-boot,60534440,2020-03-04T20:46:36.257,3217883,1,
spring-guides,gs-spring-boot,60534440,2020-03-04T20:46:36.257,3217883,1,
spring-guides,gs-spring-boot,61178105,2020-04-12T21:00:33.943,5425473,1,61189691
spring-guides,gs-spring-boot,61178105,2020-04-12T21:00:33.943,5425473,1,61189691
spring-guides,gs-spring-boot,61991948,2020-05-24T20:18:11.097,3822038,1,65815253
spring-guides,gs-spring-boot,61991948,2020-05-24T20:18:11.097,3822038,1,65815253
spring-guides,gs-spring-boot,63103107,2020-07-26T16:55:30.943,1702529,1,
spring-guides,gs-spring-boot,63103107,2020-07-26T16:55:30.943,1702529,1,
spring-guides,gs-spring-boot,63493379,2020-08-19T19:00:26.063,6599467,1,
spring-guides,gs-spring-boot,63493379,2020-08-19T19:00:26.063,6599467,1,
spring-guides,gs-spring-boot,64254839,2020-10-08T02:15:20.790,1252956,1,
spring-guides,gs-spring-boot,64254839,2020-10-08T02:15:20.790,1252956,1,
spring-guides,gs-messaging-stomp-websocket,21305874,2014-01-23T10:45:45.667,838659,1,21846758
spring-guides,gs-messaging-stomp-websocket,21305874,2014-01-23T10:45:45.667,838659,1,21846758
spring-guides,gs-messaging-stomp-websocket,32362033,2015-09-02T19:59:10.913,1697326,1,32384537
spring-guides,gs-messaging-stomp-websocket,32362033,2015-09-02T19:59:10.913,1697326,1,32384537
spring-guides,gs-messaging-stomp-websocket,43402235,2017-04-13T21:46:04.363,234110,1,43403192
spring-guides,gs-messaging-stomp-websocket,43402235,2017-04-13T21:46:04.363,234110,1,43403192
spring-guides,gs-messaging-stomp-websocket,47239476,2017-11-11T15:20:55.807,1232793,1,
spring-guides,gs-messaging-stomp-websocket,47239476,2017-11-11T15:20:55.807,1232793,1,
spring-guides,gs-messaging-stomp-websocket,58775792,2019-11-09T02:04:45.203,4970939,1,
spring-guides,gs-messaging-stomp-websocket,58775792,2019-11-09T02:04:45.203,4970939,1,
spring-guides,gs-messaging-stomp-websocket,59470938,2019-12-24T15:40:50.337,3622695,1,59642870
spring-guides,gs-messaging-stomp-websocket,59470938,2019-12-24T15:40:50.337,3622695,1,59642870
spring-guides,gs-messaging-stomp-websocket,63885922,2020-09-14T14:03:05.170,7517518,1,
spring-guides,gs-messaging-stomp-websocket,63885922,2020-09-14T14:03:05.170,7517518,1,
spring-guides,getting-started-guides,59644983,2020-01-08T11:34:59.847,472109,1,
spring-guides,getting-started-guides,59644983,2020-01-08T11:34:59.847,472109,1,
spring-guides,gs-rest-service-cors,31802807,2015-08-04T07:08:14.393,1348560,1,
spring-guides,gs-rest-service-cors,31802807,2015-08-04T07:08:14.393,1348560,1,
spring-guides,gs-rest-service-cors,39645590,2016-09-22T17:43:46.590,1988876,1,
spring-guides,gs-rest-service-cors,39645590,2016-09-22T17:43:46.590,1988876,1,
spring-guides,gs-consuming-web-service,47867118,2017-12-18T11:04:00.803,3885261,1,
spring-guides,gs-consuming-web-service,47867118,2017-12-18T11:04:00.803,3885261,1,
spring-guides,gs-consuming-web-service,48133943,2018-01-07T02:55:22.290,6486885,1,
spring-guides,gs-consuming-web-service,48133943,2018-01-07T02:55:22.290,6486885,1,
spring-guides,gs-accessing-data-rest,29299181,2015-03-27T11:02:30.490,674442,1,29300885
spring-guides,gs-accessing-data-rest,29299181,2015-03-27T11:02:30.490,674442,1,29300885
spring-guides,gs-accessing-data-rest,39158292,2016-08-26T04:26:58.273,671548,1,
spring-guides,gs-accessing-data-rest,39158292,2016-08-26T04:26:58.273,671548,1,
spring-guides,gs-accessing-data-rest,40261302,2016-10-26T11:37:25.647,5669035,1,40264036
spring-guides,gs-accessing-data-rest,40261302,2016-10-26T11:37:25.647,5669035,1,40264036
spring-guides,gs-accessing-data-rest,42691485,2017-03-09T09:27:54.347,5684405,1,
spring-guides,gs-accessing-data-rest,42691485,2017-03-09T09:27:54.347,5684405,1,
spring-guides,gs-accessing-neo4j-data-rest,22600920,2014-03-24T04:09:14.323,2091827,1,22604552
spring-guides,gs-accessing-neo4j-data-rest,22600920,2014-03-24T04:09:14.323,2091827,1,22604552
spring-guides,gs-accessing-mongodb-data-rest,28498834,2015-02-13T11:43:26.877,418512,1,
spring-guides,gs-accessing-mongodb-data-rest,28498834,2015-02-13T11:43:26.877,418512,1,
spring-guides,gs-producing-web-service,34525587,2015-12-30T08:21:10.430,1961634,1,34560982
spring-guides,gs-producing-web-service,34525587,2015-12-30T08:21:10.430,1961634,1,34560982
spring-guides,quoters,31408529,2015-07-14T13:47:24.150,2097397,1,
spring-guides,quoters,31408529,2015-07-14T13:47:24.150,2097397,1,
spring-guides,tut-rest,24539899,2014-07-02T19:54:36.657,3799139,1,24546786
spring-guides,tut-rest,24539899,2014-07-02T19:54:36.657,3799139,1,24546786
spring-guides,tut-rest,24975402,2014-07-26T20:46:49.960,1392136,1,
spring-guides,tut-rest,24975402,2014-07-26T20:46:49.960,1392136,1,
spring-guides,tut-rest,25984847,2014-09-22T23:58:49.220,3442536,1,
spring-guides,tut-rest,25984847,2014-09-22T23:58:49.220,3442536,1,
spring-guides,tut-rest,59393792,2019-12-18T14:07:14.030,7721525,1,59394094
spring-guides,tut-rest,59393792,2019-12-18T14:07:14.030,7721525,1,59394094
spring-guides,gs-spring-boot-docker,53688433,2018-12-09T00:46:59.503,7717431,1,
spring-guides,gs-spring-boot-docker,53688433,2018-12-09T00:46:59.503,7717431,1,
spring-guides,gs-spring-boot-docker,56612726,2019-06-15T17:40:46.270,2704865,1,56616439
spring-guides,gs-spring-boot-docker,56612726,2019-06-15T17:40:46.270,2704865,1,56616439
spring-guides,gs-spring-boot-docker,63493379,2020-08-19T19:00:26.063,6599467,1,
spring-guides,gs-spring-boot-docker,63493379,2020-08-19T19:00:26.063,6599467,1,
spring-guides,gs-crud-with-vaadin,48447476,2018-01-25T16:18:56.660,3219112,1,48473022
spring-guides,gs-crud-with-vaadin,48447476,2018-01-25T16:18:56.660,3219112,1,48473022
spring-guides,tut-spring-boot-oauth2,33919904,2015-11-25T15:07:08.127,2576531,1,33954025
spring-guides,tut-spring-boot-oauth2,33919904,2015-11-25T15:07:08.127,2576531,1,33954025
spring-guides,tut-spring-boot-oauth2,34949707,2016-01-22T15:02:15.570,40064,1,
spring-guides,tut-spring-boot-oauth2,34949707,2016-01-22T15:02:15.570,40064,1,
spring-guides,tut-spring-boot-oauth2,37598036,2016-06-02T17:05:31.310,1469918,1,
spring-guides,tut-spring-boot-oauth2,37598036,2016-06-02T17:05:31.310,1469918,1,
spring-guides,tut-spring-boot-oauth2,37780976,2016-06-13T02:17:04.507,3728901,1,
spring-guides,tut-spring-boot-oauth2,37780976,2016-06-13T02:17:04.507,3728901,1,
spring-guides,tut-spring-boot-oauth2,38800564,2016-08-06T04:31:43.817,6684746,1,
spring-guides,tut-spring-boot-oauth2,38800564,2016-08-06T04:31:43.817,6684746,1,
spring-guides,tut-spring-boot-oauth2,40357318,2016-11-01T09:32:00.693,4529210,1,40460700
spring-guides,tut-spring-boot-oauth2,40357318,2016-11-01T09:32:00.693,4529210,1,40460700
spring-guides,tut-spring-boot-oauth2,40623809,2016-11-16T03:56:18.820,4084107,1,40624703
spring-guides,tut-spring-boot-oauth2,40623809,2016-11-16T03:56:18.820,4084107,1,40624703
spring-guides,tut-spring-boot-oauth2,40658655,2016-11-17T15:21:04.060,4834186,1,
spring-guides,tut-spring-boot-oauth2,40658655,2016-11-17T15:21:04.060,4834186,1,
spring-guides,tut-spring-boot-oauth2,40756052,2016-11-23T04:29:32.853,2728956,1,
spring-guides,tut-spring-boot-oauth2,40756052,2016-11-23T04:29:32.853,2728956,1,
spring-guides,tut-spring-boot-oauth2,40775533,2016-11-23T22:58:42.343,4725496,1,40816259
spring-guides,tut-spring-boot-oauth2,40775533,2016-11-23T22:58:42.343,4725496,1,40816259
spring-guides,tut-spring-boot-oauth2,41578040,2017-01-10T20:44:03.267,3778348,1,41771377
spring-guides,tut-spring-boot-oauth2,41578040,2017-01-10T20:44:03.267,3778348,1,41771377
spring-guides,tut-spring-boot-oauth2,41738864,2017-01-19T10:02:00.243,1262024,1,
spring-guides,tut-spring-boot-oauth2,41738864,2017-01-19T10:02:00.243,1262024,1,
spring-guides,tut-spring-boot-oauth2,42420125,2017-02-23T15:38:52.157,2609729,1,42434577
spring-guides,tut-spring-boot-oauth2,42420125,2017-02-23T15:38:52.157,2609729,1,42434577
spring-guides,tut-spring-boot-oauth2,42867921,2017-03-17T22:17:01.080,4725496,1,
spring-guides,tut-spring-boot-oauth2,42867921,2017-03-17T22:17:01.080,4725496,1,
spring-guides,tut-spring-boot-oauth2,45132924,2017-07-16T20:15:14.177,1612915,1,45135884
spring-guides,tut-spring-boot-oauth2,45132924,2017-07-16T20:15:14.177,1612915,1,45135884
spring-guides,tut-spring-boot-oauth2,46174992,2017-09-12T11:16:04.087,516167,1,46229614
spring-guides,tut-spring-boot-oauth2,46174992,2017-09-12T11:16:04.087,516167,1,46229614
spring-guides,tut-spring-boot-oauth2,49543477,2018-03-28T20:19:25.927,340456,1,49560464
spring-guides,tut-spring-boot-oauth2,49543477,2018-03-28T20:19:25.927,340456,1,49560464
spring-guides,tut-spring-boot-oauth2,49939639,2018-04-20T10:32:37.857,2674303,1,
spring-guides,tut-spring-boot-oauth2,49939639,2018-04-20T10:32:37.857,2674303,1,
spring-guides,tut-spring-boot-oauth2,49942640,2018-04-20T13:20:46.620,2674303,1,50349078
spring-guides,tut-spring-boot-oauth2,49942640,2018-04-20T13:20:46.620,2674303,1,50349078
spring-guides,tut-spring-boot-oauth2,50340929,2018-05-15T01:02:27.213,5420108,1,
spring-guides,tut-spring-boot-oauth2,50340929,2018-05-15T01:02:27.213,5420108,1,
spring-guides,tut-spring-boot-oauth2,53764185,2018-12-13T14:33:35.730,3275441,1,
spring-guides,tut-spring-boot-oauth2,53764185,2018-12-13T14:33:35.730,3275441,1,
spring-guides,tut-spring-boot-oauth2,63209610,2020-08-01T20:10:29.943,1008572,1,
spring-guides,tut-spring-boot-oauth2,63209610,2020-08-01T20:10:29.943,1008572,1,
spring-guides,tut-spring-boot-oauth2,63449678,2020-08-17T11:12:27.130,,1,
spring-guides,tut-spring-boot-oauth2,63449678,2020-08-17T11:12:27.130,,1,
spring-guides,tut-spring-boot-oauth2,65710978,2021-01-13T22:56:52.880,614525,1,65711466
spring-guides,tut-spring-boot-oauth2,65710978,2021-01-13T22:56:52.880,614525,1,65711466
spring-guides,gs-service-registration-and-discovery,45993586,2017-09-01T05:06:43.790,1684269,1,45993917
spring-guides,gs-service-registration-and-discovery,45993586,2017-09-01T05:06:43.790,1684269,1,45993917
spring-guides,gs-service-registration-and-discovery,57473012,2019-08-13T07:26:20.883,3398989,1,
spring-guides,gs-service-registration-and-discovery,57473012,2019-08-13T07:26:20.883,3398989,1,
spring-guides,gs-routing-and-filtering,38228273,2016-07-06T15:49:41.893,1285611,1,
spring-guides,gs-routing-and-filtering,38228273,2016-07-06T15:49:41.893,1285611,1,
spring-guides,gs-routing-and-filtering,64874919,2020-11-17T12:02:15.307,14398436,1,
spring-guides,gs-routing-and-filtering,64874919,2020-11-17T12:02:15.307,14398436,1,
spring-guides,gs-accessing-data-mysql,66022342,2021-02-03T06:29:29.713,13838774,1,
spring-guides,gs-accessing-data-mysql,66022342,2021-02-03T06:29:29.713,13838774,1,
spring-guides,gs-accessing-data-mysql,66567072,2021-03-10T14:45:38.110,7147468,1,
spring-guides,gs-accessing-data-mysql,66567072,2021-03-10T14:45:38.110,7147468,1,
spring-guides,gs-multi-module,59420422,2019-12-20T05:49:21.073,4395205,1,
spring-guides,gs-multi-module,59420422,2019-12-20T05:49:21.073,4395205,1,
spring-guides,gs-messaging-gcp-pubsub,62730428,2020-07-04T14:35:44.927,13861733,1,
spring-guides,gs-messaging-gcp-pubsub,62730428,2020-07-04T14:35:44.927,13861733,1,
spring-guides,gs-gateway,63482951,2020-08-19T08:27:35.587,625015,1,63494652
spring-guides,gs-gateway,63482951,2020-08-19T08:27:35.587,625015,1,63494652
