,framework,path,commits,date,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
122,azure,Azure-Samples/cosmosdb-java-create-cosmosdb-and-configure-for-eventual-consistency,ac061a5c7943d29974f6c9e6d120ff10a809aca0,2020-01-14 16:15:40+08:00,2,1267.0,3.7934782608695654,0.0
123,azure,Azure-Samples/cosmosdb-java-create-cosmosdb-and-configure-for-high-availability,a7137c0160663695e73dd11742502c0e10cc5e96,2020-01-14 16:15:40+08:00,2,1271.0,3.7934782608695654,0.0
124,azure,Azure-Samples/cosmosdb-java-create-cosmosdb-and-get-mongodb-connection-string,5adaff481f4e12b0e19802b330f7792a0c56e59f,2020-01-14 16:16:08+08:00,2,1251.5,3.8131868131868134,0.0
125,azure,Azure-Samples/cosmosdb-java-create-cosmosdb-table-with-virtual-network-rule,8543ee70d048566b2348393ed76f1f310dd9b3f7,2020-01-14 16:16:08+08:00,2,1266.0,3.8666666666666667,0.0
126,azure,Azure-Samples/cosmosdb-java-create-documentdb-and-configure-firewall,9d1c9fe86b2c282a0bffd5915aafbae094ebea76,2019-10-01 16:44:23-07:00,2,1241.0,3.791208791208791,0.0
127,azure,Azure-Samples/cosmosdb-java-create-documentdb-and-configure-for-eventual-consistency,7bc01d6f98169c8cb9c43ae3b9302e7d2b50e21c,2019-10-14 17:47:58-07:00,2,1259.5,3.7717391304347827,0.0
128,azure,Azure-Samples/cosmosdb-java-create-documentdb-and-configure-for-high-availability,9029e092e26f07f684a901eab03e0614c1b1b8f6,2019-10-01 11:43:44-07:00,2,1263.5,3.7717391304347827,0.0
129,azure,Azure-Samples/cosmosdb-java-create-documentdb-and-get-mongodb-connection-string,4486244cfa851d258f93a3fef9641916ca014ca8,2019-10-24 10:11:33-07:00,2,1244.0,3.791208791208791,0.0
130,azure,Azure-Samples/couchbaseTocosmosdb,51cfab1a51e7c3af415b753525caec805c546645,2020-01-20 19:47:44+05:18,17,43.76470588235294,1.7647058823529411,0.3132409306571764
131,azure,Azure-Samples/data-lake-store-java-upload-download-get-started,a8aeb9e9144f49ee3f48f6dcd607344661c5aae7,2019-09-13 23:58:45+05:18,1,96.0,2.25,0.0
132,azure,Azure-Samples/dns-java-host-and-manage-your-domains,b31b3eb74a520c729076830ada4def37a9d1bb01,2020-01-14 16:16:35+08:00,2,1314.0,3.888888888888889,0.0
133,azure,Azure-Samples/documentdb-java-todo-app,0184f05c444afb511327296eff5a101024776d8d,2020-04-28 19:29:41-07:00,9,52.888888888888886,1.4545454545454546,0.18552649992246492
134,azure,Azure-Samples/event-grid-java-publish-consume-events,b37fc15a0867e4c3d4a22b05c95920823a8bfe90,2019-09-24 11:33:22-07:00,5,67.6,3.0,0.0003388982964679599
135,azure,Azure-Samples/event-hubs-java-storm-sender-jms-receiver,1bfb538661cccdc6b56aad174a6a077199a9e17a,2017-02-16 09:37:30+08:00,5,36.0,1.3076923076923077,0.36719630416482685
138,azure,Azure-Samples/eventhub-java-manage-event-hub,8450669411bd3da5bc3997f0254b4118c7eab706,2020-01-14 16:18:57+08:00,2,1275.5,3.8666666666666667,0.0
136,azure,Azure-Samples/eventhub-java-manage-event-hub-events,f7706702c4a4e549bd9b06086387d3a0d1319447,2020-01-14 16:21:59+08:00,2,1262.5,3.8444444444444446,0.0
137,azure,Azure-Samples/eventhub-java-manage-event-hub-geo-disaster-recovery,838cf3e2619fc2a6c3abc2c595665daf5fcd128f,2020-01-14 16:19:02+08:00,2,1275.5,3.888888888888889,0.0
139,azure,Azure-Samples/functions-docs-java,e7c315826e2b88803dac499d86fbd6a1e3fa004a,2020-02-11 09:41:29-05:00,7,20.428571428571427,1.1428571428571428,0.03751777405185359
140,azure,Azure-Samples/functions-java-push-static-contents-to-cdn,a23a73f4c6a87df5dfa9e40b4368d10aeba7078b,2019-10-16 15:15:56-07:00,4,70.75,1.894736842105263,0.0
141,azure,Azure-Samples/functions-quickstarts-java,8cb74ae951fee7951101f5a896bd58aaf0fbebeb,2020-03-18 13:58:21-07:00,3,40.666666666666664,1.0769230769230769,8.94533780713876e-05
142,azure,Azure-Samples/hbase-phoenix-connection-pool,4419cec25b25e0bad45c8e4d499305e4a9e55274,2017-06-23 11:36:14-07:00,5,59.6,3.0,0.0
143,azure,Azure-Samples/hdinsight-java-deploy-storm-topology,22db4695d5a0464c85e206ecf10d4e7a3199c2a8,2018-10-30 23:48:11-07:00,1,57.0,6.0,0.0
144,azure,Azure-Samples/hdinsight-java-hive-jdbc,a4f7e48ea3e97d36a7627e972b584d1d1164a049,2018-04-05 13:08:14-04:00,1,74.0,10.0,0.0
145,azure,Azure-Samples/hdinsight-java-hive-udf,c4a2779414d4240a6f4f05025d3e8c5040e60f61,2019-07-17 14:30:52-07:00,2,143.0,4.8,0.0
146,azure,Azure-Samples/hdinsight-java-sdk-samples,ef157f55904261e37d12de5892c56009fd852830,2019-07-28 18:31:58-07:00,4,84.75,1.0,0.0
147,azure,Azure-Samples/hdinsight-java-storm-eventhub,a02ccf0c72be789748e71591b5b91970d8affa48,2018-01-05 09:38:20-05:00,3,55.333333333333336,1.3846153846153846,0.0
148,azure,Azure-Samples/hdinsight-java-storm-wordcount,f2a1581d88bd073d60ae9eb6b17546bfc68af636,2018-01-03 14:31:01-05:00,7,37.57142857142857,1.44,0.0
149,azure,Azure-Samples/hdinsight-kafka-java-get-started,64df822b77e5bd3f6afbd293271b823ea8d8d13d,2020-05-12 10:57:52-05:00,9,45.44444444444444,2.411764705882353,0.00012349585692087808
150,azure,Azure-Samples/hdinsight-storm-azure-data-lake-store,e700263ba6fb0b7c5eff8ebff602b02bebfff52f,2018-10-30 23:49:48-07:00,1,30.0,1.0,0.0062903184443712234
151,azure,Azure-Samples/hdinsight-storm-java-kafka,165a590b14d8a12f4e09d49628527cb0ac4f1f74,2018-10-30 23:45:27-07:00,2,33.0,1.0,0.004920706618577242
152,azure,Azure-Samples/hello-spring-function-azure,85f6ca8965ff44666451321f578b111a8c5f8772,2020-05-11 13:41:18+02:00,6,26.5,1.5333333333333334,0.16657051005555937
155,azure,Azure-Samples/hybrid-compute-java-manage-vm,07c59f36fb2ada0ffb404410d6efcfeaa137cdc3,2020-03-18 16:20:35-07:00,2,1238.0,3.393258426966292,0.0
158,azure,Azure-Samples/hybrid-storage-java-manage-storage-accounts,9dcd0b2aac9ae0fae78c355f88881bc022ba72b7,2020-03-19 11:29:42-07:00,2,1187.0,3.4269662921348316,0.0
159,azure,Azure-Samples/iot-edge-sample-java,4b22a091035926ea6d23fdf3245b259074e3e2ef,2018-11-26 14:11:30+08:00,1,73.0,2.25,0.0
161,azure,Azure-Samples/java-docs-hello-world,7b38183c2b70685e6cdb20a5ae436b0ce7673f7f,2019-09-13 23:41:22+05:18,1,22.0,1.0,0.0006563524366356432
162,azure,Azure-Samples/java-functions-eventhub-cosmosdb,6dba8f4a06623478c889c08f0b93beaab54d7994,2019-11-11 10:28:03-08:00,2,51.0,1.2307692307692308,0.00024236139142885804
163,azure,Azure-Samples/java-on-aks,6b6564a5d19dfd2c28ede6577dcb203d218d42fe,2020-03-19 21:30:43-07:00,97,33.93814432989691,1.0314465408805031,0.12762685441898095
164,azure,Azure-Samples/java-on-app-service,6099b9898b380f87fada60c3d3e538a6dd52cdb6,2019-09-12 21:58:50+05:18,37,25.027027027027028,0.9318181818181818,0.10855496951793416
165,azure,Azure-Samples/java-spring-petclinic,a96bab538bae79288a8f5bfd625bdb13eca00bf7,2020-05-12 15:59:54+05:18,37,39.24324324324324,1.1875,0.01466133353627614
166,azure,Azure-Samples/keda-eventhub-kafka-scaler-terraform,fd3dd0681ea7d823c16d4245f24371d098f6cb28,2020-04-21 15:45:20-07:00,10,33.3,2.0,0.16827122512986534
167,azure,Azure-Samples/key-vault-java-authentication,ca91ca24d161eff442e012beb3770e3c44553f6f,2019-07-22 17:10:38-07:00,3,72.0,1.5333333333333334,0.0
168,azure,Azure-Samples/key-vault-java-certificate-authentication,1bb29c68ac121f799b68f32ca812a1aeccd6006a,2018-06-29 11:56:17-07:00,3,85.66666666666667,1.4736842105263157,0.0
169,azure,Azure-Samples/key-vault-java-manage-key-vaults,234a301d9e75adc6763989cc859bd0c38c0a1687,2020-01-14 16:25:01+08:00,2,1265.0,3.8131868131868134,0.0
170,azure,Azure-Samples/key-vault-java-managed-storage,8bd3d9edf8d8727153f4c89d22a3546ccb290a5b,2018-06-29 15:16:11-07:00,5,72.0,1.8421052631578947,0.00030926493054721503
171,azure,Azure-Samples/key-vault-java-network-acl,e17234851d57dc150a18d3457c85247bb86ee177,2018-07-02 15:57:03-07:00,2,44.0,1.3333333333333333,0.4288962185382843
172,azure,Azure-Samples/key-vault-java-recovery,faee87a000152b9fd41c28d81feab6c8c0b198cb,2018-07-02 15:46:34-07:00,4,101.25,1.5416666666666667,0.01091889850795269
173,azure,Azure-Samples/kusto-high-scale-ingestion,e248e2315af1a78da24639b75a7ff13c194de2c5,2019-02-25 14:23:18+02:00,34,51.05882352941177,1.510204081632653,0.08186425481450416
174,azure,Azure-Samples/locks-java-manage-locks,018b8de6b99567877c030d946cc324dfe7b7f0f6,2020-01-14 16:26:37+08:00,2,1301.0,3.802197802197802,0.0
175,azure,Azure-Samples/managed-disk-java-convert-existing-virtual-machines-to-use-managed-disks,620c629f2b595e2834a4e6ec43dcf544ae6ceec7,2020-01-14 16:17:30+08:00,2,1255.5,3.802197802197802,0.0
177,azure,Azure-Samples/managed-disk-java-create-virtual-machine-using-custom-image,f8390626eaa244a9fe4120a0b9dbfaa2d0e08698,2020-01-14 16:17:03+08:00,3,944.0,3.614678899082569,0.0
176,azure,Azure-Samples/managed-disk-java-create-virtual-machine-using-custom-image-from-VHD,d408cf267b2ce5da97bfab9d0f490b7d3e97a870,2020-01-14 16:17:20+08:00,3,950.6666666666666,3.614678899082569,0.0
179,azure,Azure-Samples/managed-disk-java-create-virtual-machine-using-specialized-disk-from-VHD,74488ca3aefd4380876845558540349d2eaeda79,2020-01-14 16:17:28+08:00,2,1296.0,3.8777777777777778,0.0
178,azure,Azure-Samples/managed-disk-java-create-virtual-machine-using-specialized-disk-from-snapshot,9b6b699afacd550f82c374dd8bde37a5357db3a0,2020-01-14 16:17:30+08:00,2,1303.5,3.857142857142857,0.0
180,azure,Azure-Samples/media-services-v3-java,da1c04a2aedf30054193afbdf7930048d2ace2f9,2020-01-16 00:16:17-08:00,48,149.95833333333334,2.022222222222222,0.0402998177257056
181,azure,Azure-Samples/microprofile-configsource-keyvault,1249d7af82c0967da94c6242ea0b943aa9d9141d,2018-08-30 13:16:11+12:00,2,15.5,1.0,0.2592489132657647
182,azure,Azure-Samples/microprofile-docker-helloworld,da3baa35506aceb3355c14b0f2c683e683c9d777,2018-08-30 12:07:08+12:00,3,12.666666666666666,1.0,0.195050953887403
183,azure,Azure-Samples/microprofile-hello-azure,2b8ba20e18a3c9b36ad87f56434c45ab84a67148,2018-08-27 17:18:11-04:00,3,12.333333333333334,1.0,0.2863725523153941
184,azure,Azure-Samples/migrate-java-ee-app-to-azure-2,3a58ab81d36bbba76e447f48c1fe999b7e66af61,2020-01-22 14:00:51-08:00,7,46.57142857142857,3.375,1.7040597283214864e-05
185,azure,Azure-Samples/monitor-java-activitylog-alerts-on-security-breach-or-risk,bf56e395db7f0efa39f20748da6977416bba3ec7,2020-01-14 16:21:59+08:00,2,1270.0,3.8666666666666667,0.0
186,azure,Azure-Samples/monitor-java-autoscale-based-on-performance,d6278534d846e41fee2465462c6fb1ffc3acd2a9,2020-01-14 16:22:17+08:00,2,1271.0,3.8131868131868134,0.0
187,azure,Azure-Samples/monitor-java-metric-alerts-on-critical-performance,f902e7a930b86ea98a488b2aa6109f23e4c5e35e,2020-01-14 16:22:16+08:00,2,1257.5,3.8222222222222224,0.0
188,azure,Azure-Samples/monitor-java-query-metrics-activitylogs,c8b7133ff43aec512661647b9cdd2609104c4e41,2020-01-14 16:21:52+08:00,2,1304.0,3.901098901098901,0.0
189,azure,Azure-Samples/ms-identity-android-java,9418f0ae2932ebc9dd78d5386745f1b0cff47050,2020-03-03 13:47:55-08:00,8,120.25,1.5145631067961165,0.004385415464639664
190,azure,Azure-Samples/ms-identity-android-native,1f6bee36e97b5195c3a881ab38a6d60272559e17,2019-10-15 11:46:05-07:00,3,71.33333333333333,1.4230769230769231,0.3131115318586429
191,azure,Azure-Samples/ms-identity-java-desktop,e79c15e51d99f73b1544a60c98ea130210ebd5be,2020-03-30 08:50:20-07:00,4,45.25,1.6666666666666667,0.0
192,azure,Azure-Samples/ms-identity-java-webapi,ffe4b772be2127c8a2563b004e7f4590304c14fb,2020-04-21 14:05:36-07:00,13,53.61538461538461,1.5396825396825398,0.1022213979947712
193,azure,Azure-Samples/ms-identity-java-webapp,911ee8340ab31f6cdf6c2f22a0dd3d029324aeec,2020-05-11 14:21:36-07:00,24,50.25,1.7,0.14625052950092746
194,azure,Azure-Samples/network-java-create-simple-internet-facing-load-balancer,304db5c29a0c1c8e0fce05ce5d2634823fa6e453,2020-01-14 16:26:15+08:00,2,1281.5,3.8241758241758244,0.0
196,azure,Azure-Samples/network-java-manage-express-route,6aa5406f1040c86f1b05dd3e372a721eae600553,2020-01-14 16:25:55+08:00,2,1263.0,3.802197802197802,0.0
195,azure,Azure-Samples/network-java-manage-express-route-cross-connection,9bb529cd60f8d713e8f949a43bf48476679bb148,2020-01-14 16:26:07+08:00,2,1252.0,3.78021978021978,0.0
197,azure,Azure-Samples/network-java-manage-internal-load-balancers,e4d0daf2a49aba9a97cb04845a94644032e1bf0e,2020-01-14 16:28:41+08:00,2,1352.5,3.8241758241758244,0.0
198,azure,Azure-Samples/network-java-manage-internet-facing-load-balancers,9cb389c5ff4ef072411ffbb7a3dac178d009e754,2020-01-14 16:28:46+08:00,2,1373.5,3.8351648351648353,0.0
199,azure,Azure-Samples/network-java-manage-ip-address,68b0e41a13c42b2789d5e3a67276ae032d0667f7,2020-01-14 16:28:47+08:00,2,1269.0,3.802197802197802,0.0
200,azure,Azure-Samples/network-java-manage-network-interface,3c7334d2fda094e14f941a7398d05057030fad9e,2020-01-14 16:28:52+08:00,2,1291.5,3.8241758241758244,0.0
201,azure,Azure-Samples/network-java-manage-network-peering,d1bf8af0fe851ae635dac97e1cadaf3e6c59f212,2020-01-14 16:26:18+08:00,2,1263.5,3.8131868131868134,0.0
202,azure,Azure-Samples/network-java-manage-network-security-group,2c8c1a21c51369e551b20d9e4fe261c17fae4a6e,2020-01-14 16:29:03+08:00,3,955.0,3.6018518518518516,0.0
206,azure,Azure-Samples/network-java-manage-virtual-network,05ccea9ed5efd6d6c398079cd82aac4d0b37c4c5,2020-01-14 16:29:08+08:00,2,1303.5,3.8131868131868134,0.0
203,azure,Azure-Samples/network-java-manage-virtual-network-async,ece1b5a99483e89028a1f539955776db0819ee0c,2020-01-14 16:21:26+08:00,2,1326.0,3.736842105263158,0.0
204,azure,Azure-Samples/network-java-manage-virtual-network-to-virtual-network-vpn-connection,16154f2a4c20304a02ebb3526cc581e3895ce789,2020-01-14 16:25:50+08:00,2,1311.5,3.802197802197802,0.0
205,azure,Azure-Samples/network-java-manage-virtual-network-with-site-to-site-vpn-connection,9b2b99bc709677ba88f9f6b2e9521599781b4212,2020-01-14 16:25:41+08:00,2,1260.5,3.802197802197802,0.0
207,azure,Azure-Samples/network-java-manage-vpn-client-connection,263f0c2c395344747909dec25f2b4dc29c90adb6,2020-01-14 16:25:53+08:00,2,1260.0,3.802197802197802,0.0
208,azure,Azure-Samples/network-java-use-network-watcher-to-check-connectivity,4eee4ff0eed1a605d19630249838b40aa89e1e09,2020-01-14 16:26:21+08:00,2,1284.0,3.8131868131868134,0.0
209,azure,Azure-Samples/network-java-use-new-watcher,1556ae8d9f24f970244540d0085c1a4ddedb90e6,2020-01-14 16:25:28+08:00,2,1326.0,3.8351648351648353,0.0
210,azure,Azure-Samples/piggymetrics,81924fc28e87a364d11c4278388f49aff809adb0,2019-09-15 16:00:33-04:00,97,33.93814432989691,1.0314465408805031,0.12762685441898095
211,azure,Azure-Samples/redis-java-manage-cache,8d3e659acd3fab3d7d2ce7f54d08a8a680dabb5b,2020-01-14 16:21:52+08:00,2,1270.0,3.8241758241758244,0.0
215,azure,Azure-Samples/resources-java-deploy-using-arm-template,e1d3af223c810499df6d19b89b02c78cb435325d,2020-01-14 16:15:09+08:00,2,1271.0,3.8152173913043477,0.0
212,azure,Azure-Samples/resources-java-deploy-using-arm-template-async,f82011cdf9a227c2148d835f6714dabee61d3e4c,2020-01-14 16:15:09+08:00,2,1287.0,3.7010309278350517,0.0
213,azure,Azure-Samples/resources-java-deploy-using-arm-template-with-deployment-operations,400889bf51d49cb0535827987fe2cbb8acf52b3a,2020-01-14 16:15:10+08:00,2,1309.0,3.623762376237624,0.0
214,azure,Azure-Samples/resources-java-deploy-using-arm-template-with-progress,e143c85c634822357f83003c61314835ec648bd5,2020-01-14 16:20:45+08:00,2,1265.5,3.763440860215054,0.0
216,azure,Azure-Samples/resources-java-deploy-virtual-machine-with-managed-disks-using-arm-template,7d80de4b241f3644d2fbe69cf3e9a2f021bf56f1,2020-01-14 16:17:58+08:00,2,1264.5,3.7934782608695654,0.0
218,azure,Azure-Samples/resources-java-manage-resource,1257277a620f41694cc00949bc73e8b14d985fcb,2020-01-14 16:15:09+08:00,2,1251.5,3.8444444444444446,0.0
217,azure,Azure-Samples/resources-java-manage-resource-group,71bdee8fe901d0b1827dd736b7fcc8559ace3683,2020-01-14 16:15:38+08:00,2,1247.5,3.8444444444444446,0.0
219,azure,Azure-Samples/resources-java-web-server-with-delegated-credentials,52cbbf337a31a0ef27a4ebbabb6c11deb62fd5f1,2020-01-14 16:15:39+08:00,2,1254.5,3.8351648351648353,0.0
220,azure,Azure-Samples/search-java-getting-started,9e547709cbcc54fc0fc68914a22684513232b3ed,2019-03-30 17:07:29-07:00,19,50.21052631578947,0.6091954022988506,0.03952492395029893
221,azure,Azure-Samples/search-java-indexer-demo,9b88fc0eaf6a1a182c76127f061721bd64355953,2019-05-09 15:26:46-07:00,7,90.42857142857143,1.3625,0.0007528434507548809
222,azure,Azure-Samples/search-java-manage-search-service,4bc504661ea5f1aa4862a60b50ac398835be1c41,2020-01-14 16:26:44+08:00,2,1269.5,3.888888888888889,0.0
223,azure,Azure-Samples/service-bus-java-manage-publish-subscribe-with-advanced-features,05af6d816f1451f0ac7f6ff8bdfffcc4a2d9352d,2020-01-14 16:19:24+08:00,2,1289.0,3.888888888888889,0.0
224,azure,Azure-Samples/service-bus-java-manage-publish-subscribe-with-basic-features,5084064676d896f6c1c746125f8635f58deab06d,2020-01-14 16:19:08+08:00,2,1280.0,3.888888888888889,0.0
225,azure,Azure-Samples/service-bus-java-manage-queue-with-advanced-features,addd8b08e43046dfc56411fd7aa64a9d0edf407b,2020-01-14 16:19:32+08:00,2,1277.5,3.8666666666666667,0.0
226,azure,Azure-Samples/service-bus-java-manage-queue-with-basic-features,3af53ddc68b7a879009306edd509d00c39ab0e60,2020-01-14 16:19:07+08:00,2,1278.5,3.888888888888889,0.0
227,azure,Azure-Samples/service-bus-java-manage-with-claims-based-authorization,be239906f7ef79e453943d4ecf01a66635ba1d01,2020-01-14 16:19:21+08:00,2,1271.0,3.8666666666666667,0.0
228,azure,Azure-Samples/service-fabric-java-quickstart,858adc98339d8ecbacc83d9a9e1eae602006fd31,2020-03-25 16:44:44-07:00,6,58.0,1.9545454545454546,0.02040947663287322
230,azure,Azure-Samples/spring-data-cassandra-on-azure,1bf0e78b7c0ed9e9c0ddd28cd0a0ba9f2d0e758a,2019-09-13 04:32:33+05:18,4,20.75,1.0,0.4238604445999954
231,azure,Azure-Samples/spring-data-jdbc-on-azure,af9485b045df4c2f0eecc4f1cfdbcea9ca677097,2019-09-13 04:31:40+05:18,4,28.0,1.0625,0.20991660724394023
232,azure,Azure-Samples/spring-data-jpa-on-azure,a6f4663860d1826511a216acb07ea0ee2068017a,2019-07-30 20:08:29-07:00,4,20.25,1.0,0.418092584121041
233,azure,Azure-Samples/spring-jms-service-bus,87b9b397cf2ed9fdeeda24626bbcd43caa046ccc,2019-08-02 14:09:40+08:00,12,23.583333333333332,1.0769230769230769,0.15774411065892005
234,azure,Azure-Samples/springboot-hello-azure,8b34b51c382b155f347f65fe030e7905d35d3973,2018-08-17 15:52:03-07:00,1,25.0,1.6666666666666667,0.0
235,azure,Azure-Samples/sql-database-java-get-sql-metrics,739297254416a6ae0aa1b92e6c0daebd492b572d,2020-01-14 16:20:12+08:00,2,1339.5,4.033333333333333,0.0
236,azure,Azure-Samples/sql-database-java-manage-db,955c6fd76b2eac385b38ccba5af5f18f62035d69,2020-01-14 16:19:32+08:00,2,1268.0,3.802197802197802,0.0
237,azure,Azure-Samples/sql-database-java-manage-failover-groups,a2b2be5f2f360520d2e747d06669b2a8b8b1a5cb,2020-01-14 16:20:21+08:00,2,1276.5,3.8333333333333335,0.0
238,azure,Azure-Samples/sql-database-java-manage-firewalls-for-sql-databases,b6a2a28f65241753ef9aa4efa2a00a2c2e00cf17,2020-01-14 16:19:48+08:00,2,1266.0,3.8131868131868134,0.0
239,azure,Azure-Samples/sql-database-java-manage-import-export-db,e5c15b0ae78210bb8bc53fc7fec5fbf34bafc374,2020-01-14 16:19:56+08:00,2,1278.0,3.8333333333333335,0.0
240,azure,Azure-Samples/sql-database-java-manage-recover-restore-db,8b2228ed56e58c8a316b3f262a1bcdd2cbb53ea7,2020-01-14 16:20:10+08:00,2,1281.5,3.8666666666666667,0.0
241,azure,Azure-Samples/sql-database-java-manage-sql-databases-across-regions,973213f64a4f6c9e377ccaa9bb6657028c504b76,2020-01-14 16:19:56+08:00,2,1304.5,3.879120879120879,0.0
242,azure,Azure-Samples/sql-database-java-manage-sql-dbs-in-elastic-pool,36f00e6b82d1f52950f45c9b137eb9cede84b485,2020-01-14 16:19:46+08:00,2,1295.5,3.89010989010989,0.0
243,azure,Azure-Samples/sql-database-java-manage-sql-secrets-in-key-vault,9bcd9aa02138e31fbc95a2072f1a2f91a06243d8,2020-01-14 16:20:36+08:00,2,1272.0,3.8333333333333335,0.0
244,azure,Azure-Samples/sql-database-java-manage-sql-server-dns-aliases,3c01b14bc64d5185dd745ccf8ef8227858ecbf1d,2020-01-14 16:20:22+08:00,2,1293.0,3.8444444444444446,0.0
245,azure,Azure-Samples/sql-database-java-manage-sql-server-security-alert-policy,3d2ea7720887c582a17709f2aa53443daabd3a1e,2020-01-14 16:20:43+08:00,2,1265.5,3.8222222222222224,0.0
246,azure,Azure-Samples/sql-database-java-manage-virtual-network-rules,96046709e2c99aaa179ebbc43d76f2eacd2bdf35,2020-01-14 16:20:37+08:00,2,1270.0,3.8333333333333335,0.0
247,azure,Azure-Samples/storage-blob-android-photo-uploader,5986b71559e71c64054d2169debca174ac054c29,2017-12-21 21:34:37-08:00,4,61.5,1.36,0.0
248,azure,Azure-Samples/storage-blob-java-getting-started,d4c7429bb251eeb512cf5dd34eaec297fd0feed2,2015-09-22 13:13:27-07:00,1,63.0,3.5,0.0
249,azure,Azure-Samples/storage-blobs-java-quickstart,624e27724a5690a35d5655e5e51de80214b1ce4d,2019-10-04 09:03:43-07:00,1,69.0,8.0,0.0
250,azure,Azure-Samples/storage-file-java-getting-started,cba8d51bdb59cb25c72a46eeb71111aa986d21c0,2016-10-05 15:49:15-03:00,6,95.0,2.5238095238095237,3.414078916345412e-05
256,azure,Azure-Samples/storage-java-V10-ha-ra-grs,f73c04742f3274955e4129c20f0612acefcb670a,2019-02-25 11:59:55-08:00,1,176.0,4.0,0.0
251,azure,Azure-Samples/storage-java-client-side-encryption,a7f1cb6c46ca994c130f719dc7d48dca0c7e79da,2016-12-14 15:10:37-08:00,5,57.6,2.0,0.00023581610003020614
252,azure,Azure-Samples/storage-java-ha-ra-grs,308cfe5c0ae5d9779c3a3a1778e194bab13c4899,2019-02-27 15:00:29-08:00,1,120.0,15.0,0.0
253,azure,Azure-Samples/storage-java-manage-storage-account-network-rules,72108cb47665e1d22da4afe2df2dbec24e93a890,2020-01-14 16:18:45+08:00,2,1272.0,3.791208791208791,0.0
255,azure,Azure-Samples/storage-java-manage-storage-accounts,3fd7cbe3f63e4fe77bea7c6b44cb1aa58526308c,2020-01-14 16:29:12+08:00,2,1265.5,3.8241758241758244,0.0
254,azure,Azure-Samples/storage-java-manage-storage-accounts-async,c1ebd1937f728ca97d34455e458e6eb1f147c4d0,2020-01-14 16:21:09+08:00,2,1269.0,3.65625,0.0
257,azure,Azure-Samples/storage-queue-java-getting-started,f8955927a7e0d20e178d21e76f4a3d7cb4d05c93,2017-03-16 14:55:31-07:00,6,62.5,2.6,0.006139032908928736
258,azure,Azure-Samples/storage-table-java-getting-started,468ad7556b66b3cf57803fb8311a7c8abb56189f,2015-09-22 13:13:26-07:00,0,0,0,0
259,azure,Azure-Samples/traffic-manager-java-manage-profiles,07102812a1f1b58f9e086c075b50032abace880b,2020-01-14 16:16:09+08:00,2,1307.0,3.8666666666666667,0.0
260,azure,Azure-Samples/traffic-manager-java-manage-simple-profiles,7210cfef4c4dec03d9044df0ae47625976e065dd,2020-01-14 16:16:27+08:00,2,1272.0,3.8351648351648353,0.0
261,azure,Azure-Samples/twitter-databricks-analyzer-cicd,a6a869896acecc6c4c8f3868fe9b85bc6a6a31bd,2019-10-15 15:33:02-07:00,16,50.9375,1.1111111111111112,0.1831075975605927
262,azure,Azure-Samples/wildfly-petstore-quickstart,6823f23e17aba1a4feb1502e2dc73c13d353b95e,2019-09-12 21:21:58+05:18,102,64.83333333333333,1.2877358490566038,0.18729479890751854
